t_sf,t_sf_sd,tau,tau_sd,A,A_sd,x,x_sd,id,id_sd,source_dataset,cumulative_step,model,base_group
11.956127048333334,1.4567036501441195,3.5051841545833335,0.7033191510185008,621142308.9166666,37325495.373234585,3.4866663933333335,0.4415028650401115,3402,0,Hec_10,1,np,WholeHEC
12.1645631875,1.4065007454563128,3.002968174583333,0.5518420762085835,207143.853,7493.688403414546,4.1204692779166665,0.44203300580620336,4003,0,Hec_10,1,np,WholeHEC
12.175933385416666,1.3764524463235224,3.04798626,0.5518759770729278,2692637.691666667,100230.84195046878,4.06261650125,0.4387576407639263,4096,0,Hec_10,1,np,WholeHEC
12.154122520833331,1.400063384035886,1.8157195895833331,0.26494068943321814,717267.003375,5924.16535413031,6.733885856666666,0.3688997204181596,4104,0,Hec_10,1,np,WholeHEC
12.209733130416666,1.3744727894286108,2.729044135,0.4673773651179021,211842.760125,5331.073170639873,4.535852387916667,0.4295172087815035,4262,0,Hec_10,1,np,WholeHEC
7.497914518333333,1.2765579568047871,4.203603817083334,0.9658556993205974,4225947856.25,814373314.8678081,1.839208788875,0.3376363583962999,4407,0,Hec_10,1,np,WholeHEC
10.992407640833331,1.5914759943334518,4.07908861,0.8930690519980212,3043858.837916666,297033.6846364327,2.763891215,0.3988446721808137,4495,0,Hec_10,1,np,WholeHEC
12.217513913333333,1.3881629108235949,2.28514959375,0.3610701417211286,619609.5843333333,8214.3949687982,5.397627776666667,0.4040572070526098,4825,0,Hec_10,1,np,WholeHEC
8.358903457916666,1.3975560696569114,4.210406085833333,0.9499244661335242,6189692.477083334,1010642.982090669,2.041039283875,0.3484661655756775,5197,0,Hec_10,1,np,WholeHEC
10.460303719583331,1.6042758825923835,4.143797025416666,0.9231753545822804,132587.27141666666,14176.576776378186,2.5892449308333334,0.38231349401758374,5268,0,Hec_10,1,np,WholeHEC
12.22433327125,1.3617806568349855,2.686267274583334,0.45359406987725354,913375.1339166666,21859.06688954158,4.610907682916666,0.4274613058248384,5766,0,Hec_10,1,np,WholeHEC
